id,verifiable,label,claim,evidence
140529,NOT VERIFIABLE,NOT ENOUGH INFO,Lady Gaga has at least two children.,[]
48018,VERIFIABLE,REFUTES,Xi Jinping spent five years as a tourist.,"['Xi was vice-president from 2008 to 2013 and Vice Chairman of the Central Military Commission from 2010 to 2012 .', 'Xi was governor of Fujian from 1999 to 2002 , and governor , then party secretary of neighboring Zhejiang province from 2002 to 2007 .', ""Xi joined the Politburo Standing Committee and central secretariat in October 2007 , spending the next five years as Hu Jintao 's presumed successor .""]"
7653,VERIFIABLE,SUPPORTS,The Xbox One is not a video game console.,"['It is the first Xbox game console to be released in China , specifically in the Shanghai Free-Trade Zone .', 'Xbox is a video gaming brand created and owned by Microsoft .']"
47151,VERIFIABLE,SUPPORTS,Queen Latifah is the stage name of Dana Elaine Owens.,"['Dana Elaine Owens -LRB- born March 18 , 1970 -RRB- , known professionally by her stage name Queen Latifah , is an American rapper , songwriter , singer , actress , model , television producer , record producer , and talk show host .']"
85344,VERIFIABLE,SUPPORTS,A mountain range in Asia has Tardigrades.,"['Tardigrades can be found throughout the world , from the Himalayas -LRB- above 6000 m -RRB- , to the deep sea -LRB- below 4000 m -RRB- and from the polar regions to the equator .', 'The Himalayas , or Himalaya , -LRB- -LSB- ˌhɪməˈleɪ.ə -RSB- or -LSB- hɪˈmɑːləjə -RSB- -RRB- form a mountain range in Asia separating the plains of the Indian subcontinent from the Tibetan Plateau .']"
156289,NOT VERIFIABLE,NOT ENOUGH INFO,Noam Chomsky was a baseball player.,[]
186470,NOT VERIFIABLE,NOT ENOUGH INFO,Snoop Dogg has only sold a maximum of 23 million albums.,[]
172348,NOT VERIFIABLE,NOT ENOUGH INFO,The National Security Agency is responsible for the processing of data for counterintelligence purposes.,[]
71492,NOT VERIFIABLE,NOT ENOUGH INFO,The Republican Party supports a strong national defense in order to compete with Russia.,[]
139811,VERIFIABLE,SUPPORTS,Leonardo da Vinci was in the service of Ludovico il Moro at one point.,['Much of his earlier working life was spent in the service of Ludovico il Moro in Milan .']
5753,NOT VERIFIABLE,NOT ENOUGH INFO,Michelle Rodriguez is a driver.,[]
210662,VERIFIABLE,SUPPORTS,Richard Gere starred in an American thriller film.,"['He went on to star in several hit films , including An Officer and a Gentleman , Pretty Woman , Primal Fear , Runaway Bride , Arbitrage and Chicago , for which he won a Golden Globe Award for Best Actor and a Screen Actors Guild Award for part of the Best Cast .', 'Arbitrage is a 2012 American thriller drama film directed by Nicholas Jarecki and starring Richard Gere , Susan Sarandon , Tim Roth and Brit Marling .']"
218460,VERIFIABLE,SUPPORTS,Zooey Deschanel plays an instrument.,"['Besides singing , she plays keyboards , percussion , banjo , and ukulele .']"
85811,NOT VERIFIABLE,NOT ENOUGH INFO,Tina Fey joined SNL as a showrunner.,[]
55972,VERIFIABLE,SUPPORTS,Islam's primary scripture is the Quran.,"['The primary scriptures of Islam are the Quran , viewed by Muslims as the verbatim word of God , and the teachings and normative example -LRB- called the sunnah , composed of accounts called hadith -RRB- of Muhammad -LRB- 570 -- 8 June 632 CE -RRB- .', 'The primary scriptures of Islam are the Quran , viewed by Muslims as the verbatim word of God , and the teachings and normative example -LRB- called the sunnah , composed of accounts called hadith -RRB- of Muhammad -LRB- 570 -- 8 June 632 CE -RRB- .', 'The primary scriptures of Islam are the Quran , viewed by Muslims as the verbatim word of God , and the teachings and normative example -LRB- called the sunnah , composed of accounts called hadith -RRB- of Muhammad -LRB- 570 -- 8 June 632 CE -RRB- .', 'The primary scriptures of Islam are the Quran , viewed by Muslims as the verbatim word of God , and the teachings and normative example -LRB- called the sunnah , composed of accounts called hadith -RRB- of Muhammad -LRB- 570 -- 8 June 632 CE -RRB- .']"
190325,VERIFIABLE,REFUTES,The Great British Sewing Bee ended on July 5.,"[""The Great British Sewing Bee is a BBC Two reality game show between 2 April 2013 and 4 July 2016 , in which amateur sewers compete to be named `` Britain 's best home sewer '' .""]"
68345,VERIFIABLE,SUPPORTS,Delhi has been a part of various kingdoms and empires.,"['Through most of its history , Delhi has served as a capital of various kingdoms and empires .']"
189343,VERIFIABLE,SUPPORTS,Whiskey Tango Foxtrot is a 2016 American biographical war comedy-drama film.,"['Whiskey Tango Foxtrot is a 2016 American biographical war comedy-drama film directed by Glenn Ficarra and John Requa , and written by Robert Carlock , based on the memoir The Taliban Shuffle : Strange Days in Afghanistan and Pakistan by Kim Barker .']"
89640,VERIFIABLE,SUPPORTS,The Americans first aired in the United States.,"['The series premiered in the United States on January 30 , 2013 on the cable network FX .', 'The Americans is an American television period drama series created and produced by former CIA officer Joe Weisberg .', 'The series premiered in the United States on January 30 , 2013 on the cable network FX .', ""FX -LRB- originally an initialism of `` Fox Extended '' , pronounced and suggesting `` effects '' -RRB- is an American basic cable and satellite television channel launched on June 1 , 1994 , based in Los Angeles , California and owned by 21st Century Fox through FX Networks , LLC ."", 'The Americans is an American television period drama series created and produced by former CIA officer Joe Weisberg .', 'The Americans is an American television period drama series created and produced by former CIA officer Joe Weisberg .', 'The Americans is an American television period drama series created and produced by former CIA officer Joe Weisberg .']"
164075,VERIFIABLE,SUPPORTS,There are no films in existence that feature Jackie Evancho.,['She also appeared in the 2013 Robert Redford film The Company You Keep and modelled for Guess Kids clothing .']
158499,VERIFIABLE,SUPPORTS,Georgia Institute of Technology's location is Atlanta.,"['The Georgia Institute of Technology -LRB- commonly referred to as Georgia Tech , Tech , or GT -RRB- is a public research university in Atlanta , Georgia , in the United States .']"
85171,VERIFIABLE,REFUTES,Shay Haley is barely American.,"['Sheldon Haley -LRB- born December 18 , 1972 -RRB- , better known as Shae , Shay or Shade , is an American musician .']"
50706,NOT VERIFIABLE,NOT ENOUGH INFO,Natalie Portman won the NBA Finals.,[]
205868,VERIFIABLE,REFUTES,Song Sung Blue is only a poem.,"[""`` Song Sung Blue '' is a 1972 hit song written and recorded by Neil Diamond , inspired by the second movement of Mozart 's Piano Concerto # 21 .""]"
77842,VERIFIABLE,SUPPORTS,The Man in the High Castle is set in a fictional America ruled by Nazis.,"['Set in 1962 , fifteen years after an alternative ending to World War II , the novel concerns intrigues between the victorious Axis Powers -- primarily , Imperial Japan and Nazi Germany -- as they rule over the former United States , as well as daily life under the resulting totalitarian rule .']"
157869,VERIFIABLE,SUPPORTS,Mel Brooks is a person who makes films.,"['Melvin Brooks -LRB- né Kaminsky , born June 28 , 1926 -RRB- is an American filmmaker , comedian , actor and composer .', 'He is known as a creator of broad film farces and comic parodies .']"
124579,VERIFIABLE,REFUTES,Doug Ducey is the 25th governor of Arizona.,"['Douglas Anthony Ducey -LSB- ˈduːsi -RSB- -LRB- born April 9 , 1964 -RRB- is an American businessman and politician who is the 23rd and current governor of the U.S. State of Arizona .']"
120507,VERIFIABLE,SUPPORTS,Neil Patrick Harris was the host of the 87th Academy Awards.,"['He also hosted the Primetime Emmy Awards in 2009 and 2013 , and hosted the 87th Academy Awards in 2015 , thus making him the first openly gay man to host the Academy Awards .', 'He also hosted the Primetime Emmy Awards in 2009 and 2013 , and hosted the 87th Academy Awards in 2015 , thus making him the first openly gay man to host the Academy Awards .', 'He also hosted the Primetime Emmy Awards in 2009 and 2013 , and hosted the 87th Academy Awards in 2015 , thus making him the first openly gay man to host the Academy Awards .', 'He also hosted the Primetime Emmy Awards in 2009 and 2013 , and hosted the 87th Academy Awards in 2015 , thus making him the first openly gay man to host the Academy Awards .']"
16955,VERIFIABLE,SUPPORTS,Gone Girl has a star.,"['The film stars Ben Affleck , Rosamund Pike , Neil Patrick Harris and Tyler Perry .']"
214282,VERIFIABLE,SUPPORTS,J. Cole was born on January 28th.,"['Jermaine Lamarr Cole -LRB- born January 28 , 1985 -RRB- , better known by his stage name J. Cole , is an American hip hop recording artist and record producer .']"
82261,NOT VERIFIABLE,NOT ENOUGH INFO,The Supernatural pilot was written by the showrunner.,[]
173792,VERIFIABLE,SUPPORTS,Nigeria has more people than any other country in Africa.,"['With approximately 184 million inhabitants , Nigeria is the most populous country in Africa and the seventh most populous country in the world .']"
143073,VERIFIABLE,REFUTES,David Beckham is in a civil union with Victoria Beckham.,['He has been married to Victoria Beckham since 1999 and they have four children .']
19977,VERIFIABLE,SUPPORTS,South America is home to the largest continental mountain range in the world.,"['The geography of western South America is dominated by the Andes mountains ; in contrast , the eastern part contains both highland regions and large lowlands where rivers such as the Amazon , Orinoco , and Paraná flow .', 'The Andes or Andean Mountains -LRB- Cordillera de los Andes -RRB- are the longest continental mountain range in the world .']"
94236,VERIFIABLE,SUPPORTS,Yardie was published.,"[""Yardie was the first novel by Jamaican-born British writer Victor Headley , published in London in 1992 by Dotun Adebayo 's X Press .""]"
206513,VERIFIABLE,SUPPORTS,Warren Buffett went to a private Ivy League business school.,"['Born in Omaha , Buffett developed an interest in business and investing in his youth , eventually entering the Wharton School of the University of Pennsylvania in 1947 before transferring and graduating from University of Nebraska -- Lincoln .', 'The Wharton School of the University of Pennsylvania -LRB- -LSB- ˈhwɔːrtən -RSB- ; also known as the Wharton School or simply Wharton -RRB- is the business school of the University of Pennsylvania , a private Ivy League university located in Philadelphia , Pennsylvania .', 'After graduating at 19 , Buffett enrolled at Columbia Business School of Columbia University , learning and eventually creating his investment philosophy around a concept pioneered by Benjamin Graham -- value investing .', 'Columbia Business School -LRB- CBS -RRB- is the business school of Columbia University in Manhattan , New York City .', 'Columbia University -LRB- Columbia ; officially Columbia University in the City of New York -RRB- is a private Ivy League research university in Upper Manhattan , New York City .']"
87845,NOT VERIFIABLE,NOT ENOUGH INFO,King Kong is an American film.,[]
131165,NOT VERIFIABLE,NOT ENOUGH INFO,Wonder Woman is a part of Marvel Comics.,[]
117665,VERIFIABLE,REFUTES,Adele is not a singer.,"['Adele Laurie Blue Adkins -LRB- -LSB- əˈdɛl -RSB- born 5 May 1988 -RRB- is an English singer-songwriter .', 'The album was critically well received and surpassed the success of her debut , earning the singer numerous awards in 2012 , among them a record-tying six Grammy Awards , including Album of the Year ; two Brit Awards , including British Album of the Year , and three American Music Awards .']"
186236,VERIFIABLE,REFUTES,Antonio Vivaldi was born in a city in northwestern Italy.,"['Born in Venice , he is recognized as one of the greatest Baroque composers , and his influence during his lifetime was widespread across Europe .', 'Venice -LRB- -LSB- langˈvɛnɪs -RSB- ; Venezia -LSB- veˈnɛtsja -RSB- ; Venesia -LSB- - vecveˈnɛsja -RSB- -RRB- is a city in northeastern Italy and the capital of the Veneto region .']"
9751,VERIFIABLE,SUPPORTS,Martin Freeman is an actor.,"[""Martin John Christopher Freeman -LRB- born 8 September 1971 -RRB- is an English actor , who became known for portraying Tim Canterbury in the original UK version of sitcom mockumentary The Office , Dr. John Watson in the British crime drama Sherlock , Bilbo Baggins in Peter Jackson 's The Hobbit film trilogy , and Lester Nygaard in the dark comedy-crime drama TV series Fargo .""]"
110071,VERIFIABLE,REFUTES,Anonymous is a single person.,"['Anonymous is a loosely associated international network of activist and hacktivist entities .', ""A website nominally associated with the group describes it as `` an Internet gathering '' with `` a very loose and decentralized command structure that operates on ideas rather than directives '' ."", 'The group became known for a series of well-publicized publicity stunts and distributed denial-of-service -LRB- DDoS -RRB- attacks on government , religious , and corporate websites .', ""Anonymous members -LRB- known as `` Anons '' -RRB- can be distinguished in public by the wearing of Guy Fawkes masks in the style portrayed in the graphic novel and film V for Vendetta ."", 'Anonymous is a loosely associated international network of activist and hacktivist entities .']"
